Acad Group,Class ID,Subject,Subject Code,Course Nbr,Section,Course Title,Day,Time,Instructor,Credits
Nursing,29225,Professional Nursing Education,PNE, 221,001,Health Main Cln I,F,3-11PM,Binguit,3.00
Nursing,29226,Professional Nursing Education,PNE, 221,002,Health Main Cln I,F,2-5PM,Binguit,3.00
Nursing,35145,Professional Nursing Education,PNE, 222,001,Health Main Cln I,T,2-1030PM,Keune,3.00
Nursing,35148,Professional Nursing Education,PNE, 222,002,Health Main Cln I,TH,2-5PM,Keune,3.00
Nursing,35146,Professional Nursing Education,PNE, 223,001,Health Main Cln I,F,2-1030PM,Keune,3.00
Nursing,35147,Professional Nursing Education,PNE, 223,002,Health Main Cln I,F,2-5PM,Keune,3.00
Nursing,24110,Professional Nursing Education,PNE, 300,001,Repr Health Cln,,ARR,,4.00
Nursing,24111,Professional Nursing Education,PNE, 301,001,Repr Health Cln,F,7-3PM,Bradshaw,4.00
Nursing,24112,Professional Nursing Education,PNE, 302,001,Repr Health Cln,F,7-3PM,Bradshaw,4.00
Nursing,24113,Professional Nursing Education,PNE, 303,001,Repr Health Cln,T,7-3PM,Murtha,4.00
Nursing,24114,Professional Nursing Education,PNE, 304,001,Repr Health Cln,T,7-3PM,Murtha,4.00
Nursing,24115,Professional Nursing Education,PNE, 305,001,Repr Health Cln,W,7-3PM,Westfall,4.00
Nursing,24116,Professional Nursing Education,PNE, 306,001,Repr Health Cln,W,7-3PM,Westfall,4.00
Nursing,24117,Professional Nursing Education,PNE, 307,001,Repr Health Cln,M,7-3PM,Buslawski,4.00
Nursing,25243,Professional Nursing Education,PNE, 308,001,Repr Health Cln,M,7-3PM,Buslawski,4.00
Nursing,25312,Professional Nursing Education,PNE, 309,001,Repr Health Cln,T,230-1030PM,Antilla,4.00
Nursing,25313,Professional Nursing Education,PNE, 310,001,Repr Health Cln,T,230-1030PM,Antilla,4.00
Nursing,24126,Professional Nursing Education,PNE, 325,001,Child Hlth&Illn Cln,T W,12-2PM,,4.00
Nursing,24132,Professional Nursing Education,PNE, 326,001,Child Hlth&Illn Cln,T,630-7PM,Russell,4.00
Nursing,24133,Professional Nursing Education,PNE, 327,001,Child Hlth&Illn Cln,T,630-7PM,Russell,4.00
Nursing,24134,Professional Nursing Education,PNE, 328,001,Child Hlth&Illn Cln,W,630-7PM,Nestro,4.00
Nursing,24135,Professional Nursing Education,PNE, 329,001,Child Hlth&Illn Cln,W,630-7PM,Nestro,4.00
Nursing,24136,Professional Nursing Education,PNE, 330,001,Child Hlth&Illn Cln,W,630-7PM,Ursuy,4.00
Nursing,24137,Professional Nursing Education,PNE, 331,001,Child Hlth&Illn Cln,W,630-7PM,DiClemente,4.00
Nursing,24138,Professional Nursing Education,PNE, 332,001,Child Hlth&Illn Cln,W,630-7PM,Pruett,4.00
Nursing,25244,Professional Nursing Education,PNE, 333,001,Child Hlth&Illn Cln,W,630-7PM,Pruett,4.00
Nursing,25314,Professional Nursing Education,PNE, 334,001,Child Hlth&Ill Cln,T,630-7PM,Ratliff,4.00
Nursing,25315,Professional Nursing Education,PNE, 335,001,Child Hlth&IllCln,T,630-7PM,Ratliff,4.00
Nursing,24128,Professional Nursing Education,PNE, 350,001,Adult Hlth&Illn Cln,,ARR,,4.00
Nursing,24127,Professional Nursing Education,PNE, 351,001,Adult Hlth&Illn Cln,T TH,630-430PM,"Bay, Goff",4.00
Nursing,24129,Professional Nursing Education,PNE, 353,001,Adult Hlth&Illn Cln,T TH,630-430PM,"Bay, Goff",4.00
Nursing,24130,Professional Nursing Education,PNE, 355,001,Adult Hlth&Illn Cln,T TH,630-430PM,"Lopes, Harden",4.00
Nursing,24131,Professional Nursing Education,PNE, 357,001,Adult Hlth&Illn Cln,T TH,630-430PM,"Lopes, Harden",4.00
Nursing,24212,Professional Nursing Education,PNE, 359,001,Adult Hlth&Illn Cln,T TH,630-430PM,Ciesluk,4.00
Nursing,24213,Professional Nursing Education,PNE, 360,001,Adult Hlth&Illn Cln,T TH,630-430PM,"Brough, McCann",4.00
Nursing,24214,Professional Nursing Education,PNE, 361,001,Adult Hlth&Illn Cln,T TH,630-430PM,"Asher, Brough",4.00
Nursing,25316,Professional Nursing Education,PNE, 362,001,Adult Hlth&Illn Cln,T TH,630-430PM,"Asher, Peacor",4.00
Nursing,25318,Professional Nursing Education,PNE, 363,001,Adult Hlth&Illn Cln,T TH,630-430PM,Chiampi,4.00
Nursing,25319,Professional Nursing Education,PNE, 364,001,Adult Hlth&Illn Cln,T TH,630-430PM,Leech,4.00
Nursing,24118,Professional Nursing Education,PNE, 375,001,Mental Hlth&Illn Cln,,ARR,,4.00
Nursing,24119,Professional Nursing Education,PNE, 376,001,Mental Hlth&Illn Cln,M T,630-330PM,Sullivan,4.00
Nursing,24120,Professional Nursing Education,PNE, 377,001,Mental Hlth&Illn Cln,M T,630-330PM,Sullivan,4.00
Nursing,24121,Professional Nursing Education,PNE, 378,001,Mental Hlth&Illn Cln,M T,2-11PM,Hortsch,4.00
Nursing,24122,Professional Nursing Education,PNE, 379,001,Mental Hlth&Illn Cln,M T,2-11PM,Hortsch,4.00
Nursing,24123,Professional Nursing Education,PNE, 380,001,Mental Hlth&Illn Cln,TH F,630-330PM,Charania,4.00
Nursing,24124,Professional Nursing Education,PNE, 381,001,Mental Hlth&Illn Cln,TH F,630-330PM,Strobbe,4.00
Nursing,24125,Professional Nursing Education,PNE, 382,001,Mental Hlth&Illn Cln,TH F,2-11PM,Edick,4.00
Nursing,25345,Professional Nursing Education,PNE, 383,001,Mental Hlth&Ill Cln,TH F,2-11PM,Edick,4.00
Nursing,25346,Professional Nursing Education,PNE, 384,001,Mental Hlth&Illn Cln,M T,3-11PM,Massarelli,4.00
Nursing,25347,Professional Nursing Education,PNE, 385,001,Mental Hlth&Illn Cln,M T,3-11PM,Massarelli,4.00
Nursing,24139,Professional Nursing Education,PNE, 400,001,Community Nurse Cln,,ARR,,6.00
Nursing,26557,Professional Nursing Education,PNE, 401,001,Community Nurse Cln,T,12-5PM,Gallagher,6.00
Nursing,26557,Professional Nursing Education,PNE, 401,001,Community Nurse Cln,TH,8-5PM,,6.00
Nursing,24204,Professional Nursing Education,PNE, 402,001,Community Nurse Cln,M,12-5PM,Policicchio,6.00
Nursing,24204,Professional Nursing Education,PNE, 402,001,Community Nurse Cln,W,8-5PM,,6.00
Nursing,25354,Professional Nursing Education,PNE, 403,001,Community Nurse Cln,T,12-5PM,Dallwig,6.00
Nursing,25354,Professional Nursing Education,PNE, 403,001,Community Nurse Cln,TH,8-5PM,,6.00
Nursing,24205,Professional Nursing Education,PNE, 404,001,Community Nurse Cln,M,12-5PM,Foley,6.00
Nursing,24205,Professional Nursing Education,PNE, 404,001,Community Nurse Cln,W,8-5PM,,6.00
Nursing,24206,Professional Nursing Education,PNE, 406,001,Community Nurse Cln,M,12-5PM,Bell,6.00
Nursing,24206,Professional Nursing Education,PNE, 406,001,Community Nurse Cln,W,8-5PM,,6.00
Nursing,24207,Professional Nursing Education,PNE, 407,001,Community Nurse Cln,T,12-5PM,Doman,6.00
Nursing,24207,Professional Nursing Education,PNE, 407,001,Community Nurse Cln,TH,8-5PM,,6.00
Nursing,25356,Professional Nursing Education,PNE, 408,001,Community Nurse Cln,M,12-5PM,Doman,6.00
Nursing,25356,Professional Nursing Education,PNE, 408,001,Community Nurse Cln,W,8-5PM,,6.00
Nursing,25355,Professional Nursing Education,PNE, 409,001,Community Nurse Cln,T,12-5PM,Young Miller,6.00
Nursing,25355,Professional Nursing Education,PNE, 409,001,Community Nurse Cln,TH,8-5PM,,6.00
Nursing,26717,Professional Nursing Education,PNE, 410,001,Community Nurse Cln,T,12-5PM,,6.00
Nursing,26717,Professional Nursing Education,PNE, 410,001,Community Nurse Cln,TH,8-5PM,,6.00
Nursing,24140,Professional Nursing Education,PNE, 425,001,Care-Complex Cln I,,ARR,,4.00
Nursing,24141,Professional Nursing Education,PNE, 426,001,Care-Complex Cln I,,ARR,James,4.00
Nursing,24142,Professional Nursing Education,PNE, 427,001,Care-Complex Cln I,,ARR,Shakoor,4.00
Nursing,24143,Professional Nursing Education,PNE, 428,001,Care-Complex Cln I,,ARR,Price,4.00
Nursing,24144,Professional Nursing Education,PNE, 429,001,Care-Complex Cln I,,ARR,George,4.00
Nursing,24145,Professional Nursing Education,PNE, 430,001,Care-Complex Cln I,,ARR,Asher,4.00
Nursing,24146,Professional Nursing Education,PNE, 431,001,Care-Complex Cln I,,ARR,Harden,4.00
Nursing,24147,Professional Nursing Education,PNE, 432,001,Care-Complex Cln I,,ARR,Brough,4.00
Nursing,24148,Professional Nursing Education,PNE, 433,001,Care-Complex Cln I,,ARR,Accurso,4.00
Nursing,24149,Professional Nursing Education,PNE, 434,001,Care-Complex Cln I,,ARR,Brough,4.00
Nursing,24150,Professional Nursing Education,PNE, 435,001,Care-Complex Cln I,,ARR,Antilla,4.00
Nursing,24151,Professional Nursing Education,PNE, 436,001,Care-Complex Cln I,,ARR,Goff,4.00
Nursing,24152,Professional Nursing Education,PNE, 437,001,Care-Complex Cln I,,ARR,Pruett,4.00
Nursing,24153,Professional Nursing Education,PNE, 438,001,Care-Complex Cln I,,ARR,Russell,4.00
Nursing,24154,Professional Nursing Education,PNE, 439,001,Care-Complex Cln I,,ARR,DiClemente,4.00
Nursing,35214,Professional Nursing Education,PNE, 440,001,Care-Complex Cln I,,ARR,Nestro,4.00
Nursing,35215,Professional Nursing Education,PNE, 441,001,Care-Complex Cln I,,ARR,Ursuy,4.00
Nursing,35216,Professional Nursing Education,PNE, 442,001,Care-Complex Cln I,,ARR,Ursuy,4.00
Nursing,35748,Professional Nursing Education,PNE, 443,001,Care-Complex Cln I,,ARR,Antilla,4.00
Nursing,24155,Professional Nursing Education,PNE, 450,001,Care-Complex Cln II,,ARR,,5.00
Nursing,24156,Professional Nursing Education,PNE, 451,001,Care-Complex Cln II,,ARR,"Brough, Goff",5.00
Nursing,24157,Professional Nursing Education,PNE, 452,001,Care-Complex Cln II,,ARR,Shakoor,5.00
Nursing,24158,Professional Nursing Education,PNE, 453,001,Care-Complex Cln II,,ARR,Price,5.00
Nursing,35250,Professional Nursing Education,PNE, 455,001,Care-Complex Cln II,,ARR,Asher,5.00
Nursing,24159,Professional Nursing Education,PNE, 458,001,Care-Complex Cln II,,ARR,Accurso,5.00
Nursing,24160,Professional Nursing Education,PNE, 460,001,Care-Complex Cln II,,ARR,Antilla,5.00
Nursing,24161,Professional Nursing Education,PNE, 461,001,Care-Complex Cln II,,ARR,Goff,5.00
Nursing,24162,Professional Nursing Education,PNE, 462,001,Care-Complex Cln II,,ARR,Pruett,5.00
Nursing,24163,Professional Nursing Education,PNE, 463,001,Care-Complex Cln II,,ARR,Russell,5.00
Nursing,24164,Professional Nursing Education,PNE, 464,001,Care-Complex Cln II,,ARR,DiClemente,5.00
Nursing,24166,Professional Nursing Education,PNE, 465,001,Care-Complex Cln II,,ARR,Nestro,5.00
Nursing,24167,Professional Nursing Education,PNE, 466,001,Care-Complex Cln II,,ARR,Ursuy,5.00
Nursing,24168,Professional Nursing Education,PNE, 467,001,Care-Complex Cln II,,ARR,Ursuy,5.00
Nursing,24169,Professional Nursing Education,PNE, 468,001,Care-Complex Cln II,,ARR,George,5.00
Nursing,24215,Professional Nursing Education,PNE, 469,001,Care-Complex Cln II,,ARR,Harden,5.00
Nursing,35251,Professional Nursing Education,PNE, 470,001,Care-Complex Cln II,,ARR,Brough,5.00
Nursing,35252,Professional Nursing Education,PNE, 471,001,Care-Complex Cln II,,ARR,Brough,5.00
Nursing,35750,Professional Nursing Education,PNE, 472,001,Care-Complex Cln II,,ARR,Antilla,5.00
Officer Education Programs,13708,Air Force Officer Education Program,AERO, 101,001,Air Force Today I,W,9-10AM,Penry,1.00
Officer Education Programs,13710,Air Force Officer Education Program,AERO, 101,002,Air Force Today I,TH,12-1PM,Penry,1.00
Officer Education Programs,13711,Air Force Officer Education Program,AERO, 101,003,Air Force Today I,M,3-4PM,"Penry, Shelton",1.00
Officer Education Programs,13709,Air Force Officer Education Program,AERO, 101,004,Air Force Today I,TH,6-8AM,Menino,1.00
Officer Education Programs,30337,Air Force Officer Education Program,AERO, 101,005,Air Force Today I,T,11-12PM,"Penry, Shelton",1.00
Officer Education Programs,13714,Air Force Officer Education Program,AERO, 201,001,US Aviat Hist-Dev I,W,10-11AM,Aalderink,1.00
Officer Education Programs,13712,Air Force Officer Education Program,AERO, 201,002,US Aviat Hist-Dev I,TH,11-12PM,Aalderink,1.00
Officer Education Programs,30339,Air Force Officer Education Program,AERO, 201,003,US Aviat Hist-Dev I,M,12-1PM,Aalderink,1.00
Officer Education Programs,13713,Air Force Officer Education Program,AERO, 201,004,US Aviat Hist-Dev I,TH,6-8AM,Song,1.00
Officer Education Programs,30338,Air Force Officer Education Program,AERO, 201,005,US Aviat Hist-Dev I,T,830-930AM,Aalderink,1.00
Officer Education Programs,13715,Air Force Officer Education Program,AERO, 310,001,Concepts Leadership,W,9-12PM,Menino,3.00
Officer Education Programs,13716,Air Force Officer Education Program,AERO, 310,002,Concepts Leadership,TH,12-3PM,Menino,3.00
Officer Education Programs,17785,Air Force Officer Education Program,AERO, 310,003,Concepts Leadership,,ARR,,3.00
Officer Education Programs,13717,Air Force Officer Education Program,AERO, 310,004,Concepts Leadership,TH,6-8AM,Menino,3.00
Officer Education Programs,13718,Air Force Officer Education Program,AERO, 410,001,American Society I,F,7-10AM,Graham,3.00
Officer Education Programs,13719,Air Force Officer Education Program,AERO, 410,002,American Society I,TH,2-5PM,Graham,3.00
Officer Education Programs,13720,Air Force Officer Education Program,AERO, 410,004,American Society I,TH,6-8AM,Menino,3.00
Officer Education Programs,19044,Military Science,MILSCI, 101,001,Intro Officership,T,8-9AM,Heyboer,1.00
Officer Education Programs,13721,Military Science,MILSCI, 101,002,Intro Officership,TH,12-2PM,,1.00
Officer Education Programs,13722,Military Science,MILSCI, 101,003,Intro Officership,TH,4-6PM,Heyboer,1.00
Officer Education Programs,13723,Military Science,MILSCI, 201,001,Military Leadership,TH,8-10AM,Trusty,1.00
Officer Education Programs,13724,Military Science,MILSCI, 201,002,Military Leadership,W,10-12PM,Trusty,1.00
Officer Education Programs,13725,Military Science,MILSCI, 201,003,Military Leadership,TH,4-6PM,Trusty,1.00
Officer Education Programs,23994,Military Science,MILSCI, 201,004,Military Leadership,F,10-12PM,Trusty,1.00
Officer Education Programs,19045,Military Science,MILSCI, 301,001,Lead Small Org I,T,8-10AM,Trusty,2.00
Officer Education Programs,13726,Military Science,MILSCI, 301,002,Lead Small Org I,W,1-3PM,,2.00
Officer Education Programs,13727,Military Science,MILSCI, 301,003,Lead Small Org I,TH,4-6PM,Trusty,2.00
Officer Education Programs,13728,Military Science,MILSCI, 401,001,Ldrshp & Mgt,TH,8-10AM,Dye,2.00
Officer Education Programs,22631,Military Science,MILSCI, 401,002,Ldrshp & Mgt,T,1-3PM,,2.00
Officer Education Programs,13729,Military Science,MILSCI, 401,003,Ldrshp & Mgt,TH,4-6PM,Dye,2.00
Officer Education Programs,18411,Military Science,MILSCI, 499,001,Ind Stdy-Dir Rdg,,ARR,,1.00-4.00
Officer Education Programs,13730,Naval Science,NAVSCI, 101,001,Intro to Nav Sci,T TH,1-2PM,Larson,2.00
Officer Education Programs,13731,Naval Science,NAVSCI, 101,002,Intro to Nav Sci,T TH,830-930AM,Larson,2.00
Officer Education Programs,13732,Naval Science,NAVSCI, 101,003,Intro to Nav Sci,T,330-530PM,Larson,2.00
Officer Education Programs,18156,Naval Science,NAVSCI, 201,001,Int Ship Sys,M W,830-10AM,,3.00
Officer Education Programs,18157,Naval Science,NAVSCI, 201,003,Int Ship Sys,T,330-530PM,,3.00
Officer Education Programs,17628,Naval Science,NAVSCI, 203,001,Leadership and Mgmt,M W,830-10AM,Haidl,3.00
Officer Education Programs,17629,Naval Science,NAVSCI, 203,002,Leadership and Mgmt,M W,1-230PM,Haidl,3.00
Officer Education Programs,17630,Naval Science,NAVSCI, 203,003,Leadership and Mgmt,T,330-530PM,Haidl,3.00
Officer Education Programs,31939,Naval Science,NAVSCI, 302,001,Naval Operations,T TH,830-10AM,Norris,3.00
Officer Education Programs,17639,Naval Science,NAVSCI, 302,003,Naval Operations,T,330-530PM,Norris,3.00
Pharmacy,35514,Clinical Pharmacy Translational Science,CPTS, 801,001,Grant Proposal I,T,2-4PM,"Farris, Hertz",2.00
Pharmacy,35515,Clinical Pharmacy Translational Science,CPTS, 820,001,CT Pharmacokinetics,,ARR,Pai,1.00
Pharmacy,35516,Clinical Pharmacy Translational Science,CPTS, 830,001,Health Srvc Research,,ARR,Pai,3.00
Pharmacy,35517,Clinical Pharmacy Translational Science,CPTS, 850,001,Clin Pharm Seminar,M,1130-1PM,Hertz,1.00
Pharmacy,17042,Clinical Pharmacy Translational Science,CPTS, 990,001,Diss-Precand,,ARR,,1.00-8.00
Pharmacy,36483,Clinical Pharmacy Translational Science,CPTS, 990,002,Diss-Precand,,ARR,Farris,1.00-8.00
Pharmacy,37254,Medicinal Chemistry,MEDCHEM, 470,001,Undergrad Research,,ARR,,1.00-6.00
Pharmacy,37255,Medicinal Chemistry,MEDCHEM, 470,030,Undergrad Research,,ARR,Neamati,1.00-6.00
Pharmacy,37347,Medicinal Chemistry,MEDCHEM, 470,032,Undergrad Research,,ARR,Scott,1.00-6.00
Pharmacy,37569,Medicinal Chemistry,MEDCHEM, 470,055,Undergrad Research,,ARR,Smith,1.00-6.00
Pharmacy,24583,Medicinal Chemistry,MEDCHEM, 500,001,Princ Drug Act I,M F,1-2PM,Mosberg,3.00
Pharmacy,29080,Medicinal Chemistry,MEDCHEM, 500,002,Princ Drug Act I,W,1-3PM,Mosberg,3.00
Pharmacy,29356,Medicinal Chemistry,MEDCHEM, 500,003,Princ Drug Act I,T,11-12PM,Beleh,3.00
Pharmacy,29358,Medicinal Chemistry,MEDCHEM, 500,004,Princ Drug Act I,T,12-1PM,Beleh,3.00
Pharmacy,29359,Medicinal Chemistry,MEDCHEM, 500,005,Princ Drug Act I,T,1-2PM,Beleh,3.00
Pharmacy,29360,Medicinal Chemistry,MEDCHEM, 500,006,Princ Drug Act I,T,2-3PM,Beleh,3.00
Pharmacy,17846,Medicinal Chemistry,MEDCHEM, 501,001,Chemical Biology I,M W F,8-9AM,"Koutmou, Palfey, Koutmos",3.00
Pharmacy,29449,Medicinal Chemistry,MEDCHEM, 501,002,Chemical Biology I,M W F,8-9AM,"Koutmos, Koutmou, Palfey",3.00
Pharmacy,14569,Medicinal Chemistry,MEDCHEM, 532,001,Bioorg Prin Med Chm,M W,1-230PM,Neamati,3.00
Pharmacy,13476,Medicinal Chemistry,MEDCHEM, 570,001,Research,,ARR,,1.00-6.00
Pharmacy,20249,Medicinal Chemistry,MEDCHEM, 573,001,Investig Med Chem,,ARR,,1.00-6.00
Pharmacy,31904,Medicinal Chemistry,MEDCHEM, 573,005,Investig Med Chem,,ARR,Garcia,1.00-6.00
Pharmacy,21245,Medicinal Chemistry,MEDCHEM, 600,001,Princ of Drug Act 3,M W,8-930AM,Garner,4.00
Pharmacy,36259,Medicinal Chemistry,MEDCHEM, 600,002,Princ of Drug Act 3,F,8-10AM,Garner,4.00
Pharmacy,23343,Medicinal Chemistry,MEDCHEM, 621,001,Drug Disc & Ther,TH,10-12PM,"Offord, Athey, Canter, Groppi, Spino, Kaplan, Laventhal, Hayes",2.00
Pharmacy,21625,Medicinal Chemistry,MEDCHEM, 660,001,RCRS,W,5-7PM,Garner,0.50
Pharmacy,21825,Medicinal Chemistry,MEDCHEM, 700,001,Princ of Drug Act V,M,930-1130AM,Sherman,3.00
Pharmacy,21827,Medicinal Chemistry,MEDCHEM, 700,002,Princ of Drug Act V,F,2-4PM,,3.00
Pharmacy,13477,Medicinal Chemistry,MEDCHEM, 740,001,Prep Grant Proposal,W,330-430PM,Larsen,1.00
Pharmacy,26098,Medicinal Chemistry,MEDCHEM, 840,001,Seminar-Med Chem,TH,4-530PM,,1.00
Pharmacy,13478,Medicinal Chemistry,MEDCHEM, 990,001,Diss-Precand,,ARR,,1.00-8.00
Pharmacy,33641,Medicinal Chemistry,MEDCHEM, 990,005,Diss-Precand,,ARR,Garcia,1.00-8.00
Pharmacy,37568,Medicinal Chemistry,MEDCHEM, 990,008,Diss-Precand,,ARR,Sherman,1.00-8.00
Pharmacy,33909,Medicinal Chemistry,MEDCHEM, 990,009,Diss-Precand,,ARR,White,1.00-8.00
Pharmacy,35322,Medicinal Chemistry,MEDCHEM, 990,011,Diss-Precand,,ARR,Cernak,1.00-8.00
Pharmacy,33646,Medicinal Chemistry,MEDCHEM, 990,014,Diss-Precand,,ARR,Garner,1.00-8.00
Pharmacy,31905,Medicinal Chemistry,MEDCHEM, 990,017,Diss-Precand,,ARR,Scott,1.00-8.00
Pharmacy,31906,Medicinal Chemistry,MEDCHEM, 990,030,Diss-Precand,,ARR,Neamati,1.00-8.00
Pharmacy,31908,Medicinal Chemistry,MEDCHEM, 990,032,Diss-Precand,,ARR,Scott,1.00-8.00
Pharmacy,31907,Medicinal Chemistry,MEDCHEM, 990,048,Diss-Precand,,ARR,Wang,1.00-8.00
Pharmacy,13479,Medicinal Chemistry,MEDCHEM, 995,001,Diss-Cand,,ARR,,8.00
Pharmacy,31909,Medicinal Chemistry,MEDCHEM, 995,005,Diss-Cand,,ARR,Garcia,8.00
Pharmacy,31910,Medicinal Chemistry,MEDCHEM, 995,008,Diss-Cand,,ARR,Sherman,8.00
Pharmacy,31911,Medicinal Chemistry,MEDCHEM, 995,009,Diss-Cand,,ARR,White,8.00
Pharmacy,31912,Medicinal Chemistry,MEDCHEM, 995,014,Diss-Cand,,ARR,Garner,8.00
Pharmacy,31913,Medicinal Chemistry,MEDCHEM, 995,015,Diss-Cand,,ARR,Carlson,8.00
Pharmacy,31914,Medicinal Chemistry,MEDCHEM, 995,017,Diss-Cand,,ARR,Scott,8.00
Pharmacy,31915,Medicinal Chemistry,MEDCHEM, 995,022,Diss-Cand,,ARR,Schwendeman,8.00
Pharmacy,31916,Medicinal Chemistry,MEDCHEM, 995,023,Diss-Cand,,ARR,Larsen,8.00
Pharmacy,31917,Medicinal Chemistry,MEDCHEM, 995,030,Diss-Cand,,ARR,Neamati,8.00
Pharmacy,31918,Medicinal Chemistry,MEDCHEM, 995,032,Diss-Cand,,ARR,Scott,8.00
Pharmacy,31919,Medicinal Chemistry,MEDCHEM, 995,044,Diss-Cand,,ARR,Mosberg,8.00
Pharmacy,31920,Medicinal Chemistry,MEDCHEM, 995,046,Diss-Cand,,ARR,Amidon,8.00
Pharmacy,31921,Medicinal Chemistry,MEDCHEM, 995,048,Diss-Cand,,ARR,Wang,8.00
Pharmacy,33304,Medicinal Chemistry,MEDCHEM, 995,054,Diss-Cand,,ARR,Nagorny,8.00
Pharmacy,31922,Medicinal Chemistry,MEDCHEM, 995,055,Diss-Cand,,ARR,Smith,8.00
Pharmacy,28303,Pharmacy,PHARMACY, 200,001,Science of Medicines,T TH,830-10AM,Pai,3.00
Pharmacy,28304,Pharmacy,PHARMACY, 202,001,Career Exploration,M,4-5PM,Klein,1.00
Pharmacy,28305,Pharmacy,PHARMACY, 302,001,Personal Development,W,3-4PM,Mueller,1.00
Pharmacy,36956,Pharmacy,PHARMACY, 470,001,Undergrad Research,,ARR,,1.00-6.00
Pharmacy,36957,Pharmacy,PHARMACY, 470,026,Undergrad Research,,ARR,Stringer,1.00-6.00
Pharmacy,20345,Pharmacy,PHARMACY, 501,001,Intro to Pharmacy,W,10-12PM,Carver,2.50
Pharmacy,20345,Pharmacy,PHARMACY, 501,001,Intro to Pharmacy,F,10-12PM,,2.50
Pharmacy,21208,Pharmacy,PHARMACY, 503,001,Service - Hlth Prof,W,3-5PM,Farris,2.00
Pharmacy,20346,Pharmacy,PHARMACY, 504,001,Pharm Prac Skills I,T,8-9AM,Vordenberg,3.00
Pharmacy,20356,Pharmacy,PHARMACY, 504,002,Pharm Prac Skills I,T,9-11AM,Vordenberg,3.00
Pharmacy,20356,Pharmacy,PHARMACY, 504,002,Pharm Prac Skills I,TH,8-11AM,,3.00
Pharmacy,20347,Pharmacy,PHARMACY, 506,001,Patient Comm,TH,12-2PM,Bostwick,2.00
Pharmacy,20355,Pharmacy,PHARMACY, 506,002,Patient Comm,M,2-5PM,Bostwick,2.00
Pharmacy,24066,Pharmacy,PHARMACY, 511,001,Life Long Learning,,ARR,Mason,0.50
Pharmacy,19565,Pharmacy,PHARMACY, 570,001,Research,,ARR,,1.00-6.00
Pharmacy,34727,Pharmacy,PHARMACY, 570,002,Research,,ARR,Farris,1.00-6.00
Pharmacy,35536,Pharmacy,PHARMACY, 570,010,Research,,ARR,Zhu,1.00-6.00
Pharmacy,36164,Pharmacy,PHARMACY, 570,042,Research,,ARR,Thompson,1.00-6.00
Pharmacy,36163,Pharmacy,PHARMACY, 570,047,Research,,ARR,Vordenberg,1.00-6.00
Pharmacy,33117,Pharmacy,PHARMACY, 570,084,Research,,ARR,Bostwick,1.00-6.00
Pharmacy,15916,Pharmacy,PHARMACY, 597,001,Regulatory Issues,TH,430-630PM,Ascione,2.00
Pharmacy,13483,Pharmacy,PHARMACY, 602,001,Therap Prob Solv I,M W,930-11AM,Dorsch,4.00
Pharmacy,21417,Pharmacy,PHARMACY, 602,002,Therap Prob Solv I,F,1-4PM,Dorsch,4.00
Pharmacy,18272,Pharmacy,PHARMACY, 603,001,Community IPPE,T,8-5PM,Walker,2.00
Pharmacy,19877,Pharmacy,PHARMACY, 603,002,Community IPPE,TH,8-5PM,Walker,2.00
Pharmacy,29468,Pharmacy,PHARMACY, 603,003,Community IPPE,,ARR,Walker,2.00
Pharmacy,23804,Pharmacy,PHARMACY, 604,001,EBM,M W,1-3PM,Hertz,3.00
Pharmacy,31948,Pharmacy,PHARMACY, 613,001,Ambulatory Care IPPE,T,8-1230PM,Walker,0.50
Pharmacy,31951,Pharmacy,PHARMACY, 613,002,Ambulatory Care IPPE,TH,8-1230PM,Walker,0.50
Pharmacy,31949,Pharmacy,PHARMACY, 613,003,Ambulatory Care IPPE,T,1230-5PM,Walker,0.50
